overall,reviewerID,asin
5.0,A2AIS48MY6YS5B,B00007IJZT
5.0,A1V9LD0WKXRG9B,B00007IJZT
2.0,A29CM4ORB5WIIF,B00007IJZT
5.0,A1V8KPZ51L4M2K,B00007IJZT
4.0,A370GIOCVZL6F3,B00007IJZT
5.0,A3C1CAPUWU379Z,B00007IJZT
5.0,A2DR2VAICY7933,B00007IJZT
5.0,A3K5YWDFP9L6AO,B00007IJZT
1.0,A1WDZ0NKZ3P1Z5,B00007GAK1
4.0,A3G3012WDVO7VU,B00007GAK1
5.0,ABON516U9SCX6,B00007GAK1
5.0,AY5UG7C784THH,B00007GAK1
5.0,A1KGFM04ATS8LD,B00007GAK1
5.0,AF2ACM5SIV25S,B00007GAK1
4.0,A2C4GQ0JICCC56,B00007GAK1
5.0,A1JXUDL6RGTNDQ,B00007GAK1
5.0,AYMECMP75BKV6,B00007GAK1
5.0,A2SI0C53KTTQAS,B00007GAK1
2.0,A30HV06ZKTP0BC,B00007GAK1
5.0,A3QPE5ZS0Z7UIM,B00007GAK1
5.0,AWCRQC0H4JFV8,B00007GAK1
5.0,A2WZ577IWZAW86,B00007GAK1
5.0,A4LLFHE17LXRH,B00007GAK1
4.0,A1A4UI2UE5PXI1,B00007GAK1
5.0,A3FI4S18G86NOD,B00007GAK1
4.0,A1JS9934DDAY9E,B00007GAK1
5.0,A2JFSR6BXD7KH5,B00007GAK1
5.0,A1AFCC2Q620J6D,B00007GAK1
4.0,A3QQKLUDVDRZ3Z,B00007IJZT
4.0,A1QGC3ZEH3A9W7,B00007IJZT
4.0,A3MX5GJJY99869,B00007IJZT
2.0,AESGXCFQVNK6H,B00007IJZT
4.0,A21PZARUVN33YU,B00007IJZT
4.0,A12EUUSV21FIUE,B00007IJZT
4.0,A32I5JNHXJI8LO,B00007IJZT
5.0,A14F4Y9TYS4WRF,B00007IJZT
5.0,A1HHRSLSXHG2A2,B00007IJZT
5.0,A2G0VXNQAMTQ08,B00007IJZT
3.0,A2O5G09LK5H3LW,B00007GAK1
5.0,A27IZETSVPACUA,B00007GAK1
5.0,A2T2PJ8BWUO7D,B00007GAK1
4.0,A1MYYW62MJ7RBY,B00007GAK1
5.0,A1FUCLBUYL6UDW,B00007GAK1
3.0,A12UQ5C8V4WAFT,B00007GAK1
5.0,A1C0TN8DNY0BCD,B00007GAK1
5.0,AWLKRNQJNL3DO,B00007GAK1
5.0,A1HUOQ0SZTOM8X,B00007GAK1
2.0,A1MNMICZN15TBO,B00007GAK1
5.0,A2QGW39QNGDGOR,B00007GAK1
5.0,A1F002ABWJAQMF,B00007GAK1
1.0,A36V0IU4IYW3QN,B00007GAK1
4.0,A5YXPOBMK0FOS,B00007GAK1
5.0,AKFRKZIJOHN8Y,B00007GAK1
5.0,A2UI4NSZI8CP9P,B00007GAK1
5.0,A2H84SCAZN77UT,B00007GAK1
5.0,A3FY5NNDYKORJA,B00007GAK1
5.0,ALSTMFDRPWWWK,B00007GAK1
4.0,A38AAPXSJN4C5G,B00007GAK1
5.0,A21ZB93U3MYMTT,B00007IJZT
5.0,A1CRQUADQH9S3O,B00007IJZT
5.0,A3V32D7BQYRF76,B00007IJZT
5.0,A2P47AL3X2RJMR,B00007IJZT
3.0,A2TPBQSEQ7K9R0,B00007IJZT
5.0,A1JFOV5GX85YCK,B00007IJZT
2.0,A7E57WLJUA5RA,B00007IJZT
5.0,A1FFSI0BPS4CLH,B00007IJZT
4.0,A3CQE8AVASQ6MA,B00007IJZT
5.0,A3VPYL0QN9C2DY,B00007IJZT
5.0,A1ORCWF7LAPYEP,B00007GAK1
5.0,A3E8DPMR20431Z,B00007GAK1
5.0,ADXHMZXCR37X0,B00007GAK1
5.0,AZRJOI1FXYS9M,B00007GAK1
5.0,A1QESKK1XSK07X,B00007GAK1
5.0,A2BBFAKOQ2VDP9,B00007GAK1
1.0,A1ZI66MZJUD5CM,B00007GAK1
5.0,A605U65XYJG3S,B00007GAK1
5.0,A2BRH673RFR4AP,B00007GAK1
4.0,A1ENFJ7D37HWSM,B00007GAK1
5.0,A91451LWGKHON,B00007GAK1
5.0,AE1JKLJ9DC0IR,B00007GAK1
3.0,A1ELALIJ0FHBX8,B00007GAK1
4.0,AME3TJ8002NCP,B00007GAK1
5.0,A38L1DIGXZHPMK,B00007GAK1
5.0,A3AZAAB7DVCC0U,B00007GAK1
5.0,A2Y6IZXT6GVS5Q,B00007GAK1
5.0,A3E44U3ZA53NC0,B00007GAK1
5.0,A12T3MH37YEJ9H,B00007GAK1
3.0,A36IIC840FZYKZ,B00007GAK1
5.0,A3GRQ50717X2RZ,B00007IJZT
5.0,AZF819DTQMO4,B00007IJZT
1.0,A1CJ4BPYEWA3RT,B00007IJZT
5.0,A2UYG9B2JMBC0C,B00007IJZT
5.0,A287LI58GVF1S1,B00007IJZT
5.0,A34THPCTW8VN3Z,B00007IJZT
5.0,A2ZBVN4CRNTW8F,B00007IJZT
4.0,A2T96G1WFBHQUE,B00007IJZT
5.0,A1N22QWY18LNLD,B00007IJZT
5.0,A2ZX6FRDI9PIH1,B00007IJZT
1.0,A3ANV68601Z5SP,B00007GAK1
4.0,A2ZZ6KDAER1IAW,B00007GAK1
5.0,A1MUDUCGQX1FDJ,B00007GAK1
5.0,A2JLK0TR1NCI3Z,B00007GAK1
5.0,A2B97V9VE2ZJXP,B00007GAK1
5.0,A2CJ1U9FAUB4LN,B00007GAK1
4.0,A24WBYR7SNNUD,B00007GAK1
4.0,AZMY6E8B52L2T,B00007GAK1
5.0,A1845D61SRRLUX,B00007GAK1
3.0,A36ATOI7FDTSLT,B00007GAK1
1.0,ANDSEI2POFUBN,B00007IJZT
5.0,A3J2XTMV2R2D6G,B00007IJZT
5.0,A2Z9OMVU5PJ7ZP,B00007IJZT
4.0,A1UFX9UTKU9SOI,B00007IJZT
5.0,A2XKPGMQ3U0FNJ,B00007IJZT
5.0,A2096PRWSTQ5TG,B00007IJZT
5.0,A2TZOW8AZELFS8,B00007IJZT
5.0,A1P4HSLDHS980L,B00007IJZT
5.0,A374TL7W5SM278,B00007IJZT
4.0,A8N76G7E26DM4,B00007IJZT
4.0,A2WGW4JM08YYRO,B00007GAK1
5.0,A16PDB0CIYNAMC,B00007GAK1
5.0,A31Y3OARQPQJQF,B00007GAK1
5.0,A2SLW41WZB2LF0,B00007GAK1
4.0,AVG9RTWPX62BB,B00007GAK1
5.0,AX1LTHFK5VYJM,B00007GAK1
3.0,A3JYMNTODLOQWT,B00007GAK1
5.0,A2H3JURQZOHVMB,B00007GAK1
5.0,A2G2R4K5BU7SNA,B00007GAK1
1.0,A2KFWO5CH9NHMF,B00007GAK1
5.0,A7MEKON3DWWRC,B00007GAK1
2.0,ARQW9IJGKHJJO,B00007GAK1
5.0,A19XGM5J6K00G,B00007GAK1
1.0,A39YKHUAZYXTG8,B00007GAK1
5.0,AG7I4VJTM10DY,B00007GAK1
5.0,AZCCTSHXYJMER,B00007GAK1
5.0,A21OJHM2RSTKR4,B00007GAK1
3.0,A9QCMRAZN4RBM,B00007GAK1
2.0,A2KL8TU89OUKXZ,B00007GAK1
2.0,A3QXV52FQJSIG8,B00007GAK1
5.0,A2JR5ZTSYSIQYX,B00007IJZT
1.0,A3TVGJO2FTHLN0,B00007IJZT
1.0,A3UTPZZM4IJT21,B00007IJZT
1.0,A16Z4EF5GHXJL2,B00007IJZT
3.0,A3L2PUDNG3FX43,B00007IJZT
5.0,A1LA5W44O2NLEZ,B00007IJZT
5.0,A2QH2WT6ZH8NIQ,B00007IJZT
5.0,A3H1SWB84D8SAA,B00007IJZT
1.0,A15FQQLZZY6VIE,B00007IJZT
5.0,A857RDHYFGOTS,B00007IJZT
5.0,A34UP3BAAHMFCY,B00007GAK1
1.0,A13KQCXEJB5P05,B00007GAK1
5.0,A1LN8BQAYQ9LM5,B00007GAK1
5.0,A2JM451B37XZEQ,B00007GAK1
4.0,AQUEOGBPFEOO0,B00007GAK1
4.0,A36TZL4HY8Q2RS,B00007GAK1
5.0,A2YXYJ4JJC5BQB,B00007GAK1
2.0,ALNZ7LM6CMXXK,B00007GAK1
4.0,A3QSBA4YOYLAP5,B00007GAK1
5.0,A8K7SDFRK7QWY,B00007GAK1
5.0,A2Z04NHUYSH3QC,B00007IJZT
1.0,A3CNXY4U4MM8HU,B00007IJZT
5.0,A8R4CGOK535C8,B00007IJZT
5.0,AEICUS48CFAB,B00007IJZT
5.0,A3GHUPZ9TMM74L,B00007IJZT
1.0,A20UFDXBJXHAU2,B00007IJZT
4.0,A4TPG4S0WB96N,B00007IJZT
1.0,A3TMK6JGH8QJR4,B00007IJZT
5.0,A7L8CY9NZ3NPA,B00007IJZT
5.0,A3DPR01E4UVYUL,B00007IJZT
5.0,A813066M4GZ1R,B00007GAK1
4.0,A222W665JLYCKU,B00007GAK1
1.0,ASM25WTP80PMR,B00007GAK1
5.0,A2Z2LHAYIP19UF,B00007GAK1
1.0,A3CMY8I5TNWRUH,B00007GAK1
5.0,A2Y1OBB1R5G8L7,B00007GAK1
4.0,A360OR7C1KF7YP,B00007GAK1
5.0,A1F7Y9TEQJ8876,B00007GAK1
5.0,AIN0E9HHQ014T,B00007GAK1
3.0,A3BRM4YI54ZMHK,B00007GAK1
4.0,A3R3TJW0BEWPI5,B00007GAK1
5.0,A1250WRP9QVBQX,B00007GAK1
5.0,A3GSYEL2O5A65,B00007GAK1
5.0,A3KBL59PYXZQPZ,B00007GAK1
5.0,A1LOTO42O13KI5,B00007GAK1
5.0,AHXXZY63GSG33,B00007GAK1
4.0,A2WD3G8KAUD4YZ,B00007GAK1
5.0,AQ5G5IYNXQHYB,B00007GAK1
5.0,A2JJ03GOUZ4JH8,B00007GAK1
2.0,A15SD2T4R3M9US,B00007GAK1
1.0,A10AP03031B84G,B00007IJZT
5.0,A1288LFNK3KMHC,B00007IJZT
5.0,A34IJB0Q561TI4,B00007IJZT
1.0,A4TMN1WD6R2QC,B00007IJZT
2.0,A1Y2BABP4NKZOI,B00007IJZT
1.0,A24UBZZRT1KEUC,B00007IJZT
2.0,A101DRAPV86C7D,B00007IJZT
5.0,AMTWYU3WFYDJO,B00007IJZT
3.0,A26WI4JKVC171E,B00007IJZT
5.0,A2ONK41AL4LL1H,B00007IJZT
1.0,A15APML4OXEFJX,B00007IJZT
5.0,A3DZOAQRX5OTRC,B00007IJZT
5.0,A1P45F64L3UXY6,B00007IJZT
2.0,A1UTHTRTTVF7W8,B00007IJZT
5.0,A3IHHSU0GC9ZJ5,B00007IJZT
5.0,AB1711O1IIP09,B00007IJZT
1.0,A3FR3NPDD628XG,B00007IJZT
3.0,AEF5IYPP91QKN,B00007IJZT
5.0,A3DN1HIFJH53FQ,B00007IJZT
3.0,A2KJDDHBGLP2KC,B00007IJZT
5.0,A54TSD0HZEHQ,B00007IJZT
5.0,A16O2YON5P419W,B00007IJZT
5.0,A1J21GY2381B9D,B00007IJZT
5.0,AQXJ6TN9YXT90,B00007IJZT
5.0,A2CPF7BOTIBKAV,B00007IJZT
5.0,A3HE8EAGZU3FAD,B00007IJZT
4.0,A3O1QQD3BFLH0E,B00007IJZT
3.0,A10MLT0HADGVZ8,B00007IJZT
1.0,A1TUCE8SP31XIX,B00007IJZT
2.0,A2VN378Z50BTOH,B00007IJZT
3.0,A2OZ5OJJ8PBN38,B00007IJZT
5.0,A1OTDD5XR9SN2Y,B00007IJZT
5.0,AQMO6WV2WMDPB,B00007IJZT
5.0,A1C80VYQMM3FQB,B00007IJZT
5.0,A1BY18BO2KF7U0,B00007IJZT
4.0,A2WIRT74X4QDGI,B00007IJZT
1.0,AK0KH5DO3TM7H,B00007IJZT
5.0,APB9ZB3C13YU7,B00007IJZT
4.0,A3UH6QST0W6KQ4,B00007IJZT
5.0,A7OGHSTR2NTID,B00007IJZT
2.0,AOVNWKAT1R0X6,B00007IJZT
3.0,ANYQT5UVJST1S,B00007IJZT
5.0,A14KFN7TVXP54A,B00007IJZT
5.0,A268IACMJX7FHK,B00007IJZT
5.0,A2GHU8I0P3HFRW,B00007IJZT
5.0,A117GI8K3JK2WE,B00007IJZT
5.0,A1X1HUIZWIGK3D,B00007IJZT
5.0,ATG31W5OBHDYE,B00007IJZT
1.0,A1SCTNTXGVIKYL,B00007IJZT
5.0,A3EBKZOJ6B3INB,B00007IJZT
5.0,A3H7FBJ1U71QW1,B00007IJZT
5.0,A2U3OV2O46XHPY,B00007IJZT
5.0,A2E5G07MNO287G,B00007IJZT
5.0,A2LAR53H03GNLZ,B00007IJZT
5.0,A3Q0B34A1O8053,B00007IJZT
5.0,A2VDVK1OFSPQH8,B00007IJZT
5.0,A3OEDAUSW4REET,B00007IJZT
4.0,A2KGI1OPBP7UNJ,B00007IJZT
5.0,AXV3OJG9BZ2JW,B00007IJZT
1.0,AO8DCWND5BOLU,B00007IJZT
5.0,A3669PE8WMA8NU,B00007IJZT
5.0,A2VPE3AHSNJLYB,B00007IJZT
5.0,A3B4CEAPCTT6B3,B00007IJZT
5.0,A194VJZC0N3KWX,B00007IJZT
3.0,A1CYQC566IJU5L,B00007IJZT
4.0,A2QRXNK5VM7OQC,B00007IJZT
5.0,A372JU3S1J6IW7,B00007IJZT
5.0,A3INPO6PP7E9A1,B00007IJZT
4.0,A1OEMWE4NAW5HV,B00007IJZT
3.0,ABIKOF17TGPN6,B00007IJZT
5.0,A3VNL6IFH0WXX3,B00007IJZT
1.0,A290T2A5V9QUIW,B00007IJZT
5.0,A324GIXX5SIYGA,B00007IJZT
5.0,A39UVYI4HMR96Y,B00007IJZT
5.0,A2NCU2L8D3EF9K,B00007IJZT
5.0,A37769B3IC2VWC,B00007IJZT
1.0,A1CP75N61T0ZYY,B00007IJZT
5.0,ALU50CSX38EA5,B00007IJZT
1.0,ATNTILHTVPJPQ,B00007IJZT
5.0,A3O72Q4RRYY87C,B00007IJZT
5.0,A15DOP8FAQ63AL,B00007IJZT
5.0,A34ENIRJ261K3W,B00007IJZT
5.0,AI9O3HIQP39ZD,B00007IJZT
3.0,A2A3QQ9OSKBB61,B00007IJZT
5.0,A3D6OI6IJW685J,B00007IJZT
5.0,A3FCH86V1RK5B4,B00007IJZT
3.0,A1JXY9I578VQ3O,B00007IJZT
1.0,A2M8MFP7WGGM5Y,B00007IJZT
5.0,A1QRDV8GWB0X7H,B00007IJZT
1.0,A3E04UWVJDYXO2,B00007IJZT
4.0,A2X7L7LMXPH3WC,B00007IJZT
5.0,A3GPYIS18NZMC3,B00007IJZT
1.0,A1NRFQCOV69WA8,B00007IJZT
5.0,A12IWZF22K2DL8,B00007IJZT
4.0,A2VGL80IKDXISJ,B00007IJZT
2.0,A14GTYSWQNUDAC,B00007IJZT
5.0,A2BPCR7O0Q99VJ,B00007IJZT
1.0,A2LPO2JCQAYIWQ,B00007IJZT
5.0,A3K6OFBZ5M21Z,B00007IJZT
5.0,A2M5JT6ZU8VHW2,B00007IJZT
1.0,AXSK93Y8H8134,B00007IJZT
3.0,A3GS27S783ZZPN,B00007IJZT
5.0,A1GXKK0IYN7D3N,B00007IJZT
4.0,A2K5NSL6E8REJG,B00007IJZT
5.0,A1S5S6NYMJVDGI,B00007IJZT
5.0,A2N1JVEUCBQC2H,B00007IJZT
5.0,A1S15T5JUFNL4T,B00007IJZT
5.0,A1DFZP0GHMS6E,B00007IJZT
5.0,A1HLVI6FYX9LP0,B00007IJZT
2.0,A3IR1I0FJDE2A4,B00007IJZT
1.0,A20CACPPK0NG80,B00007IJZT
1.0,A32ZMB5OE6BTRX,B00007IJZT
5.0,A992QQP4N6K98,B00007IJZT
5.0,A2AREACC2S4PPY,B00007IJZT
5.0,A2VPN4RXGP9966,B00007IJZT
3.0,ALRC2YN13T82H,B00007IJZT
5.0,A3V4M510FPJ2D3,B00007IJZT
3.0,A25ALGNO9LJ35A,B00007IJZT
4.0,AB2NUBIHSQ3JO,B00007IJZT
5.0,A1YBE7JL1SEX74,B00007IJZT
5.0,AJR2LGGM07DUN,B00007IJZT
4.0,A203RDZPXBBMDO,B00007IJZT
3.0,ARAUPDQT1YN9L,B00007IJZT
5.0,A14WKRT5KIBMGQ,B00007IJZT
1.0,A2H2U9WRPJP4TA,B00007IJZT
5.0,AKMEY1BSHSDG7,B00007IJZT
3.0,A2AAN6JDJUBVVS,B00007IJZT
5.0,A2F0L0OD96XYEK,B00007IJZT
5.0,A26HZK2DWXBLVI,B00007IJZT
2.0,A2KQ9FU7M6IX2X,B00007IJZT
2.0,AM7DYN0KBM6Z9,B00007IJZT
4.0,A3RGFCT41TXE2R,B00007IJZT
4.0,A14Q5D3QYA8FPV,B00007IJZT
5.0,A2A11XGEPIP6DT,B00007IJZT
4.0,A1NM7GQFKYT9MO,B00007IJZT
2.0,AFADZY04CTJ66,B00007IJZT
5.0,A13M9XSQ4O6NLY,B00007IJZT
5.0,A24ZFFRQ4MG3XL,B00007IJZT
4.0,A3NLJZI5NEOT0K,B00007IJZT
5.0,AUT5FTR5J7BRF,B00007IJZT
5.0,A1YQIFB09U9N27,B00007J6M4
1.0,A1IHMA0RF3XUGG,B00007J6M4
5.0,A32MWO7VLPKTHA,B00007J6M4
1.0,A3SVY00JLOY2IL,B00007J6M4
5.0,A2GP9SIMOYIKW4,B00007J6M4
5.0,A3Q4HQ1NVCHHNH,B00007J6M4
5.0,A2QX3NWJCYK5AU,B00007KGVC
5.0,AMVXQOPFOYGQX,B00007KGVC
2.0,AYN3BRS8R0QJY,B00007KGVC
5.0,A39KTEYX24J0WE,B00007KGVC
5.0,A2D0GVVKY9J088,B00007KGVC
5.0,A32VSE2KLF0TBQ,B00007KGVC
5.0,A3P61OHXDKDQ7W,B00007KGVC
5.0,A1ASF12WGJJM31,B00007KGVC
5.0,A1PGI0NPJAGTWD,B00007KGVC
2.0,AFRWGCK391HIG,B00007KGVC
5.0,A1VO5YFS678JMV,B00007KGVC
5.0,A3NDWL56CCM3Q5,B00007KGVC
5.0,A18VTA32NQGDLD,B00007KGVC
5.0,A5VLFICTW8MUB,B00007KGVC
5.0,A1GB48JCA5VXCA,B00007KGVC
5.0,A35Y53J75WD024,B00007KGVC
5.0,A1VTM3XD2G2XNJ,B00007KGVC
5.0,A2YW7EJZGSQD1J,B00007KGVC
5.0,A3FWF47AYL3ZGH,B00007LN7R
5.0,A23LVNUBMXGICM,B00007LN7R
5.0,A35I7E5PEZDO5H,B00007LN7R
2.0,A2CBHF5MRYGIE6,B00007LN7R
5.0,A13I89Z1DZ8M0I,B00007LN7R
5.0,AKM62HLVX9R8H,B00007LN7R
4.0,A1CXGKVPBHCHN3,B00007LN7R
1.0,A24F9TYVJN4XZR,B00007LN7R
4.0,A16ZNEZKMB6NYB,B00007LN7R
5.0,AZU9XYBU4380Z,B00007LN7R
5.0,A17QC33DWWVXZT,B00007LN7R
5.0,A38CRZ0D3IKNF6,B00007LN7R
5.0,A26J0W6R28JFWK,B00007LN7R
5.0,A2GV1P9B4MCM6U,B00007LN7R
5.0,A1Q4GE6307OYOI,B00007LN7R
1.0,A1Y41Y1TCMYDT9,B00007LN7R
5.0,A2N1B70BH5QTV7,B00007LN7R
5.0,A3KOO68ASIFYHU,B00007LN7R
5.0,AA6TBMN45MS7Q,B00007LN7R
5.0,A2XB8VRSU8G6HZ,B00007LN7R
5.0,A3PJHUH88FV420,B00007LN7R
5.0,A2ZFX5XP3A3693,B00007LN7R
1.0,AJXAZAG681I7R,B00007LN7R
5.0,A32KMUOHBR94DK,B00007LN7R
5.0,A3RI1W1BG0LSXJ,B00007LN7R
5.0,AZEHCT45ALBD3,B00007LN7R
1.0,A2R4IHIGSSRPU,B00007LN7R
1.0,A2FMK74BRD1A29,B00007LN7R
5.0,A1W978RN3Z8WWQ,B00007LN7R
1.0,A3TLP2YOZF985M,B00007LN7R
5.0,APXBL7ZFLO66P,B00007LN7R
5.0,A1DS0I0LMNL1F2,B00007LN7R
5.0,A1UY0JV3OULSMF,B00007LN7R
5.0,ASWK8OMIOVH5H,B00007LN7R
1.0,ANCURG42I30DB,B00007LN7R
1.0,A3ERZ71O2ARKCG,B00007LN7R
5.0,A3PDXO5P1VMNE2,B00007LN7R
5.0,A1UL9MSLVTQC3,B00007LN7R
5.0,A1N0XFMZ57U5H0,B00007LN7R
5.0,A1M225PA4EF7FH,B00007LN7R
5.0,AYH6QOABNZODV,B00007LN7R
5.0,A1DFYXZGAYHKKD,B00007LN7R
5.0,A1DSE9F06SV9Z3,B00007LN7R
5.0,A194255QTVJRFC,B00007LN7R
5.0,A30U9MM7B6K1I8,B00007LN7R
5.0,ATXSSDBTZQTP3,B00007LN7R
5.0,A2E29ANPIH9L23,B00007LN7R
5.0,A36Q5E57WAPXBQ,B00007LN7R
5.0,A1I3J5OVQEI8TW,B00007LN7R
5.0,A3DT2A6VUZTGJV,B00007LN7R
3.0,A2GJ9ARSAKHK1O,B00007LN7R
5.0,A17A6ELJKIG7KF,B00007LN7R
5.0,A3EXKRZ08Y6CVV,B00007LN7R
5.0,A20ON5GO0TO4M8,B00007LN7R
5.0,A364D49RLS0YKV,B00007LN7R
5.0,A2Q0TXER8SUR97,B00007LN7R
5.0,ARMD1UAUJSGNU,B00007LN7R
5.0,A35B0M8A1W327T,B00007LN7R
5.0,ASDFKNSVXIW6O,B00007LN7R
4.0,A2OATSFDKDODFR,B00007LN7R
5.0,A1T57KZJWAFYV2,B00007LN7R
5.0,A17S5UQ7MX5R4R,B00007LN7R
4.0,A3ETMR32FQ2FYL,B00007LN7R
3.0,A27MDIIRRHX0EY,B00007LN7R
5.0,A15CNSWDL9ESX8,B00007LN7R
4.0,A3IG93A7EM4PXE,B00007LN7R
1.0,A1T6IN4LPGN9TE,B00007LN7R
1.0,A2MU591K3GAGYW,B00007LN7R
5.0,A2TVI00PNG6144,B00007LN7R
5.0,ATGZZ2FJ48Y80,B00007LN7R
5.0,A2VXK1VWXBOVY8,B00007LN7R
5.0,A28OZLZJFM0EFG,B00007LN7R
5.0,AQNIM7GLGP7L0,B00007LN7R
5.0,A1KXNKWH0Z7PMB,B00007LN7R
4.0,A32JYZ7BYMLWRM,B00007LN7R
4.0,AJ3WHH2AE5KCT,B00007LN7R
5.0,A2JFS54CVZ5UQX,B00007LN7R
4.0,A16RZCRAI2MLKM,B00007LN7R
5.0,AUU3VP7JOWVCG,B00007LN7R
5.0,A5O7DROR0M4DT,B00007LN7R
2.0,A1LE6ISJQOHPZZ,B00007LN7R
4.0,A3ODM42MQE72QR,B00007LN7R
3.0,AALUBT350Q6JP,B00007LN7R
5.0,A2FZS1GV1Q6XNG,B00007LN7R
1.0,A16B4PKXJUMWT0,B00007LN7R
2.0,A1L2LOOI41N45W,B00007LN7R
2.0,A1EXBR9PRIMWK9,B00007LN7R
1.0,A3TN34QZ2Z6G28,B00007LN7R
2.0,A1F7HHRVND283I,B00007LN7R
5.0,A2MM5TNCVBDLOV,B00007LN7R
3.0,A62IEQARBR1JX,B00007LN7R
4.0,A35OGV7MJOLRN6,B00007LN7R
4.0,A35OGV7MJOLRN6,B00007LN7R
2.0,A1B584W7YAB0MJ,B00007LN7R
1.0,A20VXYT5DL0ZC6,B00007LN7R
5.0,A3UD9KE7ONDI5W,B00007LN7R
2.0,A15BN1AMRT8FP1,B00007LN7R
4.0,A2BJ9Y1IXKEPBU,B00007LN7R
5.0,A2KCBPYKU38J46,B00007LN7R
2.0,A2I0B793BFYSX1,B00007LN7R
4.0,AYA7BD21FUWCL,B00007LN7R
5.0,A20QIHAYNC3JIJ,B00007LN7R
1.0,AE4ZPHDJNS6EH,B00007LN7R
4.0,A38KE0SA7DKZWQ,B00007LN7R
5.0,A1SF3T34EBBGH6,B00007LN7R
5.0,AVF9FV7AMRP5C,B00007LN7R
5.0,A30TDQEBT3T4AU,B00007LN7R
2.0,A9X767XGZQNNJ,B00007LN7R
5.0,A4F7QA6AREATE,B00007LN7R
5.0,A1FV30C8BIU4Y8,B00007LN7R
5.0,AA2OIMR0SMYOW,B00007LN7R
5.0,A3MQAQT8C6D1I7,B00007LN7R
5.0,A1D9Z20TCUH6ZX,B00007LN7R
4.0,A2U7B86V49XAU3,B00007LN7R
4.0,A1X8IEJVW9001C,B00007LN7R
5.0,A3EILTINXGGIWD,B00007LN7R
5.0,A18BBAGN3R6SKP,B00007LN7R
5.0,AEMZRE6QYVQBS,B00007LN7R
5.0,A3DHHQ2NGXOUAH,B00007LN7R
4.0,AHD101501WCN1,B00007LN7R
5.0,A1264CCK23F85O,B00007LN7R
4.0,A3QIEISBZP4QTV,B00007LN7R
5.0,A3CX9ZSEFCDXX4,B00007LN7R
5.0,A3LFJ9AOZWL9WM,B00007LN7R
5.0,AW1SLFWSDFISZ,B00007LN7R
5.0,AQCJWSMSURQI2,B00007LN7R
5.0,AZI0O32W4ZYGH,B00007LN7R
5.0,A26W10N6HVB0ZY,B00007LN7R
5.0,A1HOP61O3WW6F,B00007LN7R
5.0,AGBRTPPIJT6UK,B00007LN7R
5.0,A2L638TBMNPV3H,B00007LN7R
5.0,A5YV0R7C2M0D0,B00007M2YC
5.0,A3BLEW3LL0RHRI,B00007M2YC
5.0,A1EV24X0SVTHZV,B00007M2YC
5.0,A22I9UHIG2TTZE,B00007M2YC
5.0,A3RW4WYTVC5J0O,B00007M2YC
5.0,AZLD3N9XDEK93,B00007M2YC
5.0,A1Q6LB0VCJVDN5,B00007M2YC
5.0,A258YNYHY9UJ33,B00007M2YC
5.0,AHAVBPFSX7K9S,B00007M2YC
5.0,AEXUBOXVHP81N,B00007M2YC
5.0,A32UHP85JO4I5O,B00007M2YC
5.0,A1AQMXTWQGMWI3,B00007M2YC
5.0,A31LXZ18G73BT6,B00007M2YC
5.0,A9UBN4XWWQTUI,B00007M2YC
5.0,A19FIB51IND2I4,B00007M2YC
5.0,A1OGEUXRCOR7KS,B00007M2YC
5.0,A3AENYEX173HBE,B00007M2YC
5.0,A1SUODYNHJV6PZ,B00007M2YC
5.0,A2RYX7F3GHFZI7,B000085A6U
5.0,A2PJQ3R3M00XN2,B000085A6U
5.0,A3FIGBM8DQMGCK,B000085A6U
5.0,AL0F62HR9AZEH,B000085A6U
5.0,A298TTGJ598XKA,B000085A6U
5.0,A1WYDGZLBKK75G,B000085A6U
5.0,A2ZFCWLVARTRHV,B000085A6U
5.0,AJPBHDKJ7HO9W,B000085A6U
5.0,A2JTH1FGB86QSP,B000085A6U
5.0,A2FRZQ3Q39VWK3,B000085A6U
4.0,A6KXPGZZ3RTJC,B000085A6U
5.0,ANVPBVQFI6GXE,B000085A6U
1.0,APRVYMNF78DLB,B000085A6U
5.0,A2G0Q0JM563BYJ,B000085A6U
5.0,AWYORNBYW54VR,B000085A6U
5.0,A3VHJA1ZWUFCJ6,B000085A6U
5.0,A1YDM9QZUFUHWC,B000085A6U
5.0,A2VUL1AXEL6X8N,B000085A6U
5.0,A1PGC1GEBY9CZU,B000085A6U
4.0,A4GPQC4FEUBRU,B000085A6U
5.0,AWJ0E09BEWNEC,B000085A6U
5.0,A1CZ0H1CN8L13F,B000085A6U
2.0,AT0MME9W5MANF,B000085A6U
5.0,A2MU2F8EZZEY0B,B000085A6U
5.0,A2EXNUYNYUVHIF,B000085A6U
5.0,A2064RG3BZICOP,B000085A6U
5.0,A3G1DN6P4OMXU,B000085A6U
5.0,A929BKKLFJ2AL,B000085A6U
5.0,A3TMOE39C4S4BP,B000085A6U
4.0,A2KJNK4KAY1SJY,B000085A6U
1.0,A2URCDF5QBAJZJ,B000085A6U
5.0,A379TP9X5EMCZJ,B000085A6U
5.0,AQ8RD3OQ8J49I,B000085A6U
2.0,A2O6SU5YDVSDN4,B000085A6U
5.0,A3P6X2CFHU7DHA,B000085A6U
5.0,AE9RLCIUG5K04,B000085A6U
5.0,AIKGG8QUE4ODH,B000085A6U
