reviewerID,reviewerName,grupo
A1C1AKT3RG97FU,Amanda,A
A8E24C08A70JK,Mimi44,A
AGTOZS5UWLKYZ,Barbara Condron,B
A3XMWXF2F3Q8A,steve morrison,B
A3GSWA7WPD60VY,Sarah Judson,B
A3QFMRTH2G9U3B,Jeanette Atwell,B
A2QM680XG5SHDO,Ginger Ly,B
AFD1457H286N0,kw,B
A2TIMWJMEV2GA2,B. Castro,B
A1DV4TB3BJJXMJ,judith  oden,B
A3CUJMPNKYTS02,Judie Palacios,B
A2DIOCZAM5MDJH,Ramona C.,B
A1EUYPS1TCQ0LE,Amazon Customer,B
A379A4B7ZDIGV4,mompea,A
A37T2V9VXWYD1V,L,B
A1DHYTI8N6VPJA,Shawn Rassmusse,A
A3L76VA4S3VD8Q,Mysteri,A
A3P8F3YYOYNMX5,Alzy,B
A1RHXNYRN7S4TA,T. MCKLEVIS,B
A3CI2N16CA2RK1,JC,B
A2GMR73Q3DFP5W,alex,A
A3H7IOMIWT24PO,Joan J. Simpson,B
AH7KPN2SMB2QX,Joy Voegtle,A
A22D4C9PU1THXH,Deborah C. Bynu,A
A15U4M1JCQYHOJ,chris s,A
A1Y6D11QIV85XR,S. Johnson,A
A22HOXJRDCGZR2,LPM,B
A1JIASI9E64AU2,Rowena,A
APAKI9IFNJ2V1,Amazon Customer,A
A337BOYWW1UE8Y,Cheryl,A
A2VLYJPNNAGK5J,Barbara Speir,A
A1OZMI158B07XA,Amy,A
A5JCWMBV36IB2,Laura Oz,B
A1UIXBCI0BERDX,CJ,A
A1ALSGK8JU9R6N,ColleenB,A
A1OWM11K362HH1,melissa garrett,A
A24D1ZWI2VQC1X,LaVonne,A
A3JA00TY5BGOX,Unspoiled,B
A381C8HNXRMY47,Thomas Reeves,B
A262Y63Q7RFHRV,Debbie,A
A2NIXDA578VHXL,susie c,B
A1RKRWA5X833BJ,Anna Mastracco,A
A12QW2TNGR3XTT,Debbie Campbell,A
A1BAYOSJWJKVJQ,PFNnewmedia,B
A2ZS4BQ6PD5CDT,Kayo,B
A3UHQUXJ0CDV6U,Theresa Harley,B
A1VCB0SPVOGSNQ,Peggy Otto,B
A1AUCAW2M3CL49,Mia Moore,B
A3ODZV7ZGEB6SG,Jmlyn,B
AVBSFAQ4Z6HFJ,Amazon Customer,A
A6MJRGU5D68P0,Kindle Customer,A
A2A3F3ZLOOB393,AmaFan,B
AWH72C5V3Z1WG,swatson,A
A2UZULXC3GYPI2,ibapaint,B
A6RMFFV99P1X4,gardengeek,A
A1RT600KS6EC1Q,Amazon Customer,B
A23Y3S6220XNBR,I am an Amazon ,A
AVA28HF8Q7RB5,Sharon,A
AGZKWHLRUH2LR,Monkey Stew,B
A3BBVLMG7BKOKO,Carrie Mccann,B
AWEXFPYZVIP0T,Penny MP Nevare,A
A34K0BKMTL54HM,billy tom,A
A27EIN7J1QO6Z,Kmhooker,A
AVA4QJQ78W8L6,Aquavitas,B
A18LTUNV78K4RO,Sweltering,A
AB2JB0RENCAJ3,Seattle caregiv,B
A1W42PPHC03A7J,Jennio,B
A1G44M8HHB8NAF,Jorj,B
A3PXC3LQESDHFQ,Amazon Customer,B
A2FI9SN7YX3SXG,Kelly Emery,A
AI228E26V0JCB,MTN,B
A3B919DZ8E3MP0,MB,B
A31M9ES54NU19R,pahrumpn,A
APMXLSSC64IFO,STEPHANIE L. MA,B
A1UEWFAHQ53H4Y,Open to great e,B
A1Z7FYO756969,CM Ranch,B
A1STRJ162YZKY,S. Hatch,B
A2Q7OMQ0LUPUWQ,reddog mom,A
A2WMDAX9EFCS2U,Too large,A
ACW9OA2F0XYWT,Colette Snedega,B
A341PHE24QZW7L,Amazon Customer,B
A2JIMJ2B2SBNY2,Sharon Upchurch,A
AELJ9TIVJZ2N,Roy Decker,A
A2SB1Z9ZR8LKI7,Erna I. Ginkel ,B
ATHPKEAY7UD4W,Jeri,A
A19QCOJ9LEYVKK,shoppergirl,A
AGXD2XGHBMS7Y,NYCMom3,A
A1W27EA93ZNQF1,Dead to self,A
A35A03F0CMFVP6,Nursey T,B
A3F9KP73BSFLFS,Linda T,B
A3UAFVPNBBF3N7,Georgia Whittin,B
AYUKAE9HQ4KPL,beckles,B
A29ZPOASXZI493,Rbysue92,B
A3VF5IK6UVL2S9,geina creviston,A
A2TG5BR4RSKZDJ,Amazon Customer,B
AKNQYFEYGOS92,Dale J. Bailey,A
A3EEIDPBTFQIIB,Texann,B
A2A2XJ94FW3N07,Bill Epps,B
AQ1EP226L3GUT,RAY McMILLEN,A
A1VU37L77PD3NO,professional ca,B
A7E5YKEAS1GJJ,Morgan Huckey,B
A10RWISE9V4CYY,Paul D. Hurt,A
A13PYMVK30PRXS,stiller,B
A3P4M1EO0DN6NI,J. Cooper,B
A2U6RBSHJWVYPK,deborah  meadow,B
A7FXYSEX52ACL,Jennifer Crothe,B
ATR39VZDACKMP,Sharon,A
A1P6QYDCM7B9VE,Marse,A
AZRKQ5BH89OEO,karen t smith,B
A3RK65NMTYQWMP,Janet,A
A2BGXKBYOPCHA1,Amazon Customer,A
A32XMT8ULJ5CDV,Amazon Customer,A
A2ETRMV9PHXOYY,cookin queen,A
A2K1FYN4MPYF9G,Online Consumer,B
A28ICVNT6J2TZQ,Ziva R.,A
A2605HLB6TXAY3,Antonia,A
A2S8XU668M8M3,J. Schmidt,A
A138U874EFVFW1,lazykqh,A
AUDA5XUWPYHOR,KnittingMom8,B
A2FKKUAZUG2CPQ,ken m,A
A1LV7024VL7EEI,Amazon Customer,B
A381BY2KUJ3D05,Charlotte Howel,A
AGRGOT1ZDNMKI,Donna E Holanda,B
AJ1RABLRI7H7A,G.,A
A27MTEGM0DNLNA,swtex,B
A5EE2MW13Q64G,Barbara S.,A
A3D08E4DKF1UK3,Robert S.,B
AS7IEPIEI0T6C,Beverly T.,B
A3G92ZN7Y7YCQK,sam,A
A2WPR6RM9E4M4U,Carol I Jones,B
A30GFV01O9S3LI,NukaCola,B
A1XB82VFF3RDQL,Cameron P.,A
A34BDH89O9UWDS,Howard,A
A1IFDJE1TTJHTV,Marjorie Fields,B
A3VP24B7G0HTV5,KARENMSU,A
AGHHVGQ3ODGQL,Lois Zalc,A
A2R2009RS421EU,Corri Baker,A
AEDGYPMVCW333,Paula Driver,B
A2ZWDNCAJ09BE9,Farida  Jhaveri,B
A3MIRPG9CJXLFT,J. Roy,B
A180U9DVRXTKEF,Amazon Customer,B
A2J4H104GZOIXL,RJBoyack,A
A2HGDRFR7H40Y3,Sports Guy,A
A1TD58PQP4MFQP,Margaret E Raul,A
A1DLWO352SBDX5,Alice Burnett,A
A1Y475CEQN632N,Jennifer Thomso,A
A3KMNPTJQ0GCNQ,Diana Thompson,B
A2PYSSEA88YXG1,David K,A
ACWQZA31ICOJN,Waverly Sykes,A
A2X2N813DIW6E7,Daphne,B
A24ZSV4RXMI5Q6,Barbara D. Buck,B
AQUE9F2HCCZFM,Shelzii,B
A2HG7B7PGQXDZA,Finch,A
A37P93105UG6G5,Tricia Meehan,A
A2R3VT1HZKMWC2,Katie L.,A
A2AR0UILPGO1VM,Sandra M Nichol,A
A35GSNUAHAB5G7,Mindy Baker,A
A2DGEDWW4RDEH5,GG,A
A1W006WWGC5H6,AnoNYer,A
A2F8QQACBTGTK9,Just Mad .. mad,B
AJ9SDOOPZ5TOP,Cindy Hymer,B
A7IM7SXGNE1CP,Amazon Customer,B
AC47P4HCIG6HP,Amazon Customer,A
A262TA5RB951H9,Jana Gridley,A
ASNFJ9IDX4Y2V,mitzi926,A
AUX99G4C0SYZP,Amazon Customer,A
A1USTS8P0JUOHG,KateD,A
A1WI18H3JAU0IF,Sugarfoot,B
A39U7WU10NT8UP,Colleen Deighto,A
A1GA2FKIRZMNWR,dh60,A
AXHE1U679RIPU,vinny&#039;s re,A
AL6XBG2PSUUIV,kitty,A
A1AL6K88MRZ07N,Karen Toney,A
A2YYRL1SNJH310,Julie Fureigh,A
AEB9971TV5MWV,Barb in galvest,A
A1RG3H58P951GR,gertie,A
ABXBZM0AT165V,Amazon Customer,A
A1SNEXMVQEEDOK,Erika,A
A2IFLJKYYEFCDV,Annie C,A
A3QR2YFUW8BRRC,Kim Mills,B
AMMFOBIK691EH,R. D. Gaines,A
A1P45GRS6FUCVX,Carrie Lamm Cla,B
AGEJLAZMG48N8,Kindle Customer,B
A2PNZP5VH9EGYC,Marwan Najib,B
A28IGB3KZ16HC4,Joe F. Edwards,B
A3OG1WHN51ARQX,BJ,B
A1CXYSEAXH9YSC,Monica Honkamp,A
A1X1UX010E5CSF,Sean Van Moorle,B
A2B65Q17HZWJW0,A. Machlin,B
A22I9EPJ25AKNT,Jeanette Osowsk,A
A1QHZXSTDJ4QEW,raynelle lashbr,A
A2ONWRFRPAOG86,Veronica V,A
A29IPWK3DYK6Z0,Malibumom,B
A1DSC35ADNW23J,trheaume,B
A2ETFYUU8BEK8O,lJ.Burns,A
A1QTCG825GNOW9,Lorie,A
AMLU8GCZEAFP1,David L. Carpen,A
A1481NJW1MM2RC,JoAnne,A
AF9WPAT1EYRU7,Vicki L. Hirsch,B
A3D4HKBFNPEDOD,Susanne E. Klin,B
AI91GK8TEJ188,Sue Bee,A
AVESTWVA7BZ57,Amazon Customer,A
A1IR6KD9YHEC3M,Peggy Rafter,B
A3O0A230SQWU3O,James L. Hawes,A
AOU0AZON5KPZF,John H. Morris,A
A36CPPUHI6B5WW,michael rickert,B
A120OLQCYY44IN,Amazon Customer,B
A3R3SPBRFRZYXO,Cheryl Garrett,B
A35WKO8QSUYZRX,pnky cat,A
A2UYPYN5BGT69L,heidi,A
A17UWG5Q9DVX31,Vickie Woodham,A
A315CONEF81L8Q,pat voyles,A
A1EZ9VK7F34I0R,Amazon Customer,A
AAPPZ5MZXEQC4,Snazzy,A
A2RK5N2B0EDUWO,GA_PEACH,A
A1TXIKQTAAPQ4J,Jennifer,B
A2JM8F09LGHT5E,Kindle Customer,A
AXAX5W02C3JHI,Carolyn P. Camp,A
AOVH6GZOBO5E8,Linda B.,B
A1JTFX6YHRUGU8,Dave in UT,A
A30S4YUFYT64PY,Tony Patton,A
A3JCEUBPPVOG63,J. Odice,B
A3KWZ941YN0KXA,value hunter,A
A30I1LKRHYSEZ3,Red09Low,B
A1ZQ48UF6P2RBI,Glennon L. Thro,B
A26SX83WQN5P3I,Tiffany LaBelle,A
A2O4BW77ZEA4V6,John R Stone,B
A3JITY8WDOCCI7,Dana Mulhern,A
A3QS7IBCB8OOXJ,Workaholic,A
A2054FZQBXXJD6,William B. Zeun,B
A2GECVSPPRMQ7F,JTobs,A
A3O6QUGVXREI15,Fran,B
AZ4OWJWNVWMY6,Jean Siem,A
A1OVPLSPF1AS5S,Leonard trincer,A
A1OZMQZFK5SFBR,Broomist,A
ATUKVGW8IP407,Jennifer Love A,B
A3RNJS0XBF2LZ1,Debbie Jones,A
A1OHEPVF0LFIIE,Roxanne J. Tyso,B
A3A1JZPFUK71SK,Lawanda Robinso,A
A1P22QX5WNGQ7M,Extrapencil,A
A36UC861GN6U9Z,Claire,B
A3KIFP0H7U4OO5,Amazon Customer,A
A2GCIUZD8W3NIG,ANGIE,B
ADOJJ6UAC5Z3V,Cissy,B
A2RZKGNV8E78U9,clouseau,A
A1DQ5L4A6Q03CX,Susan Detweiler,B
AZBKSHDIKONGY,sunny janin,B
A3OD3ZP2WOIOBC,PhyllisO,B
A3CELLVRD5A0HT,R.M. Seay,B
A1GLPXMYMFF2GI,Steve K,A
A3ILCLZEJKABJP,Michael A.,B
AQJ9V8FT3O9U,Sammon,B
A3AH41W9EGFTP2,mjane,B
A2ZQDPIYEEDI1G,pemqcy,A
A2QXTZ6RLSATFZ,Jim,B
A1J0REP3QJYT78,Kevin  Frothing,A
A13MSD16O4WNVF,meredith caball,A
AQAYF4YJI52NC,Amazon Customer,A
A2XFEIWND7LRSS,CJ Lay,A
A2EJJXM8V69VM4,Amanda Moniz,A
A2YEKKMN79C5B6,CB,A
A1GK52ZQC7U270,Amazon Customer,B
A1W25SX5FJFAJ9,Suz,A
A2DEPFPU2BDWGX,Nancy the artis,B
A3U1JU62DKDY41,Marikje H.,A
A257FNST0RPV4O,AAD,B
AD67EFEUN8IVX,Amazon Customer,B
AHIM2TR2KA7UP,Mike Penn,A
A2WNKTQPJ38KPK,cherylann tesch,B
AUG4TD2XZOJDG,Karen M.,A
A1CFACLWVAJ979,MsUnderstood in,A
A2RFP0ZOYKA8YC,F.W. Bertram,B
A81XFWI0WUUIQ,NoNO,A
A2XML3L9OBXXOX,Michael J. Corb,A
A2MXPP7FBHO90F,Zippitydooz,A
AK7QEVVDG9BU,Jennifer,B
A33ZR4C9XURKKU,finicksyshopper,A
A3KOE86FTOEANA,Amazon Customer,A
A1YXH6X2KW0BUV,E&amp;amp;#62;C,A
A3OC0XXW9KGQYE,hatter,A
AQHZIX50RLLLZ,Amazon Customer,B
ABZYWKHV8W4KK,Judy A. Yagerle,A
A1VZYMA4YXQQN3,Lori Burke,A
AL8GR9DXQ0AGH,Kit,A
A1HIM6UF65MW34,Mario Garcia,B
A1OD9IJI4PLIJR,ConBran,A
A3OLKKF1XJKO95,Diane,B
A3T6YF1GIB4O88,Carol Clasen,A
A3IA1DL6INDTU8,Michelle Englis,A
A12Y7V3P0CLN02,C. Cantrall,A
A3UCA5DTDH61QU,A. Werner,A
A377IVSJA3DIQ1,Joan Katsounaki,A
A38XYTGO5ZBFSO,Batman,A
A3SOO0ZAAEXPT0,SEVANS,B
A156O6NLUTL2GC,Olivine,B
A25E4Y7CQEOO2S,W Squared,B
A192U7YXIL5J2D,avidreader,B
ACJ8ZAVJIMT49,Kp,A
A296YIQ8CS4J40,Betty,B
A27LIHMNZNHNPJ,Ann I.,A
A1HT8H5HZESJ7B,suzi,B
AATKM65AP5MPN,hayseed,B
A3U3IARTY6KHV2,Quality Counts,B
A3NQ9OFAJ2ZJPU,ZZWINEAUX  I Lo,A
A110YHY3YJBBTR,R,B
A2IVCOSMRK9HR2,redroadster,A
A2TEEUFV5GYDYF,Amazon Customer,B
A25Y9NGZUJASOD,Amazon Customer,B
AJHJ9SGL0O46R,terrri savoie,B
A3HO0CH381O9UK,WindyWu,B
AT7B2JT8MFA9B,Patti Harral,B
A29AXVH3BJ27TO,Amazon Customer,B
A2DUJULYGIZY52,DMB,B
A21XQ07E4RYIPS,KikiMG,A
A2SJ66T439Y1C3,Lorri,B
A10DZJMAGL1W9J,teacher,B
A3PKCAP56N3M25,emily tullgren,A
A32RIK7BEQS9TS,Karen,B
A23DFC7PXJR505,Francis512,B
A3FC4M0IRJCVHZ,Susie,A
A1G7DE54D074TM,Katie Rose,B
A339HAK9XEKW1M,Cami,B
A2CJMDVHOG7YPJ,Kindle Customer,B
A1C4SB9MQ21RD,OSVALDO PERRI,A
A2U21ZCDTSVHSG,Toned,A
AQ3VIATZGYBUF,jan,A
A3P3S673BZX5QB,Snow,A
AIDHCZYG6FB5C,Page N. Mcdonal,B
A2F7YR8LRFAWPZ,Kelly,B
A1FBG1KDC9P8NT,Andrea V Weeks,A
A2CL2Q8DUHW84Z,Dixie Sampson,A
A9MC77LM6IHLL,sorrow,B
A3C13CE6NETOJR,DRust,A
A2F5IRIPBEZMTX,Teacup,B
A308DYSRD7Z6BN,R. Whitehead,B
A2NF9AB5M72QTE,R. B.,B
AZI67DUGQDCDW,Russell Henders,B
A3VPGUZ6G2C6VF,Emily S. Chan,B
A32CVJPJMM1OVH,G. Oden,B
A37MSTX5QOCNKP,Katherine Conne,B
A3AZCFPTFDZJ8G,K. Ramsey,A
A123X9LAY2HNIC,Aaron Latif,B
A2ZF5D0KM2AWGU,M. Winslow,B
AD44XPBK1ZZBF,Nikki M.,A
A37ZZYCYFXGHBL,Shauna K.,A
A1YCG7HLA0FCEE,Toby,A
A2DGU0QDBRAUA8,AnnaF,B
A3MS7JVS6MMMMK,Lucy,B
A2G3NQ6N08BC5M,Cee Bee,A
A235TK05XMUJ8L,LoriD,A
AAGQNG7TITMMX,Keeks,A
A29N0NBJOUOGE8,Bruiser&#039;s ,A
A2S88FMP1LJ1XK,C. Williams,B
A3AGHGFTTDKEDK,Lizzy312,B
A3GI5SAVYISKB0,Eric MP Stankew,B
A3K86SC34ZYRWG,Marie D.,B
A3C0DGHATPIAM1,Phil A.,A
A6T6XETTWSJOZ,Jeanne Grisham,B
AWZZ3RSLUE9EF,Anonymous,A
ATK9MP50OSF3D,Kris M,B
A20WRNNTFLL7XY,Jai,B
A2OP3BASK4VNKM,nancy morin,A
A3S3YCSZ8FMFK9,Stephanie T,A
AO9QKYUXZTHPJ,toots756,A
AH82XL5TCYU3U,Caoimhe,B
A2GJTRCJH8JJHE,Ann Hausman,A
A178R04QXWIHQB,Climber621,A
A3LYLV1Y5PQZCQ,Kindle Customer,B
A3ANHFRM2ZCHTE,Amazon Customer,B
A2R0XURYFUBVUZ,ms.johnson,B
AMEECAN6ORD7Q,Bethany Bernard,B
A37RWOZZ23NW55,Jonathan V.,A
A3HV5DPOH3FTOM,AllyCat,A
A3HWTNHS5KNAOY,John P. Sperle,A
A28TWRUH2SRD6A,Mr Chew2,A
A3L4G0M2EMKH5G,S Victoria,A
AAZLV7RGGYDKP,Karyn Allen,A
A33VBWNHYTSIC7,Shel S,B
A3AHH0BK1KG0MD,Monica Doehring,A
A324IIFK05MS6A,R. Contreras,B
A32CEQZCOLT8IB,Cleve Posey,A
A10QT2BKI2P60X,Amazon Customer,A
A2I94I53URYDKV,Shelly robertso,A
A3B0PZ1JR8D58K,Paul Ahlers,A
A11UXFBG9YYCU7,Buzzy,B
A3N6XQ38QHRIV0,Red,A
AGXYQC87011DU,Deborah Rotherm,A
AAJ754EQRG200,Chi,A
A161JFE7EO7E0R,jcgoette,A
A3V9VG1TGYJ4LO,this is an awes,A
A34AI73ILO9E2O,MellowIrishGent,B
A337TL3KC3VM1J,Anna,B
AHO697U3Y4PGM,Awana Reese,A
A3KMXR5F26QYVP,KoobieMama,B
A2SR63TTHEC25K,Lori Levasheff,B
A1U3PWEN7JCNXH,B. Ellis,B
A34PF94TUH9YBR,Kayla,B
AA9PQTCQGKWSI,InvisibleMom,A
A35I42SC5O6ZGR,typicaldork,B
A15WB0ETS3QYD5,Kathleen Ernst,A
A1G1W1VXNM74KE,Team T,B
A3FR3W4OL6DT2R,Leanne,A
A1SM0G50FP7XKJ,J&amp;J,A
AAKX0GX8N2XI6,Don M. Bagwell,B
A3Q5YJLU6K3TFZ,Sarah A Spillan,B
A10ZEE2W46F13W,Shannon,A
A15YKPFDBIP9LA,Ashley Courvell,A
A2NJ48K07I5Y5H,bon,B
A1L6HARHJU1QJK,TRY,A
A3DHPB9QFUA25Z,J Hu,A
AMBP43LPGG1UD,Bethany,A
AJP46FS9BNPPZ,C. Cummings,A
AF2Z1LCUWL53G,Jeff,A
A11OOILX2I7HPZ,Christy Faucheu,B
A3FP7XTXH4A8PY,Grandmas Opinio,B
A39Y48IJI2DFAU,Pickard,B
A262MOZ6MYAQX6,robert hoffman,B
ACEAUMENIPRLL,David R. Patton,A
A1RAPB7XMOHJL4,Linda  from N.Y,B
AR4ZNE3WR3TL9,Matilda@129,B
A1ZWWUDRGPPQ7T,gail barber,B
ARA0QDLFKXWS5,Rev. Ann,B
A2QESWOQ86B7ZH,Meg Buster,A
A3UX2YOMO6R1A8,Amber,A
A2JMYXUYKHC0GV,JWUDevin,B
AHM25TVF37LTG,Gam,B
AA215APBCXU2N,Katie Coones,A
A1O86FG7GU7T3M,Courtney,B
A3AR9CCVD4763G,Janelle Meyer,B
A1YEDTNYCZM0UF,N. J.M.,B
A1KZ1I3ODECUWF,fishingbuddy78,B
A3F6ZE2D206S03,V. L. Johnstonf,A
A146TAIOZTZQ9A,Rhawnievon,A
A222IDCEOI77C,M. B. Hopkins,B
A2BCJZIXO9LZGZ,Wayne Determann,A
A1LV7NZU53R88V,Dixie,A
A1AUY0G13ZTMJE,AGardenParty,B
AD443TXMC2JVF,Jennifer,B
A1330J4Y858EQ5,DALIA PALOMINO,A
A29UNIKKHVIFHK,julianne parkin,B
A256U90FTBC93L,Patty Entwisle,A
A1EF3RXX30S3AC,Amazon Customer,B
A3UDOVLN08LZ7U,Papillon,B
A2DPJ474JF0X7M,Gram Quilts,B
AA8JH8LD2H4P9,Jesse Frier,A
A27SEYQUUC2ZTG,claire bloom,B
AXZTN6RBE114X,Amazon Customer,A
A2EP4QUGOVVZ6F,Amazon Customer,A
A2FGIYZYRUO73Z,PatM,A
A1GHJT4UNWQZOO,Lee Ann,A
ACXEQR8KXCV7Y,D. M. Stern,B
A2U8LXLIMIC6YZ,Tamara L Holbro,A
A2IA5815O9CK5L,Amazon Customer,B
AASIGS96QLKXT,Rosalind Brown,A
A2APZFVHQ7PZM9,Connie,A
A2PXTHRHFJR92S,mrose444,B
A37WG3PSRJNAM5,Molly Spivey,A
A2CDCYQXYJXVEQ,Susan L. Markha,B
A3QVJIHNZRACKF,Carolyn,B
A3RSF64RTE782O,M. Collins,B
A2KMV056844YV2,Book lover,B
A3ATCI05FOR918,2became1,B
A3HTRPD6IWQJHS,Rosalie Suchner,A
A166MGQMEW7G7B,frugal grandma,A
A3SWEX7ON0FP0,Erica B,A
A27PW0L6SIVE6Q,Kindle Customer,B
A18TFC8OXS6KHU,Dave MacDonald,B
A1XY1CMTN82J1I,marek,A
A1X1DNZROFYA7L,Karin G. Coe,B
A3M38IN22VRWWF,Michael DeLuca,A
A1M03CZ864R37C,Kimberly McNay,B
A3M798YYM8TSQG,Judy,B
A5CN5B3FP6IHI,Monique,A
A232JMXDA2WIL0,Amazon Customer,A
A3KHZU1MSQRVYZ,CosmicRobot,A
AEQ612C30YUU5,Teresa A. Sutro,A
A3460YM3QZ97MY,SHAKIA LOVE,B
A191BFS4FLLACH,Sandra,B
A3OQXSXQGXHPKA,novaman,A
A1DMX71YQ5X6AB,Kindle Customer,A
ALA8N6BVB3C1R,Louie Campbell,A
A3YXYHHYHDQUT,Sherri Fitzer,B
AZ0UFLPGN76SY,Jeanne Quirke,B
A1C6FF330IP8V,Classics Fan,A
A2MEU59YKZZAG3,Katherine Mercu,B
A5C8Y6X3QAU3A,Priscilla M. Di,B
A2ZU2IE4ZHZAFJ,RMB,B
AETMIYP1H8LJI,Jacqueline Fisc,A
A9KU8OVEQBY8A,S. Kilburn,B
A1INE1AH1905D7,Claire G Jones,B
A1BEVH0ZFT54E2,Emily Bailey,B
A2AND1OJVA0BFE,ibjimbob,A
A1GC3M9G3YWTNE,George,A
AA1PTAKPL70VL,Kevin,A
A1ONVQZM1S0J1C,DB,B
AV46YW1J60WMY,Karl K.,A
A1BX291NUJRZKU,Kindle Customer,A
ADAE0466ZZVG1,Marie C.,A
A1A7BVQ0MWHT0X,Wanda,B
A3O2AFYU2KUYGP,Charn,A
A1G7O4R2CM9ITX,Jeanne Simpson,A
A3W06YJC2YACTH,R. Siegfried,A
A1K7G26SIP8CE3,Kindle Customer,B
A21ZB93U3MYMTT,Pamela,A
A39PXPRR3OFP60,Rustyrose,B
A3EUSS49PYV3EC,Carole Ray,B
A2OW289IBJ3USV,TAZeisler,B
ALCZS4O67W8SM,RedBee,A
A3A27BHGDJD8IA,rhlewis,B
A1UVBY9GP1C9SI,Amanda Phillips,A
ABJDVA5VAHV5O,barfbitter,B
A38OELETFRYHY5,Sara A. Avallon,A
A2KKJEWMDEC8IY,Lloyd Henry Spa,B
A3DWMRSBBLN9T2,Jane H.,A
A2L46RJTLA2NKF,Birdmom,A
A3FSMYRNILTSPR,Kindle Customer,A
A2HJD62Q91BKNR,Jack Patton,A
A117ELA7V4KEAG,Patricia Marie ,A
A89BH0C4II9RZ,Kindle Customer,B
A1NBG6JLYFAHSN,Kindle Customer,A
A2WI96GKFNWTQK,Beth Cogswell,B
A2KFQO64U1YENY,beej,B
A20FPT59CLQKK7,"Bell, Book and ",A
A1VSGIRJ6CIQ8O,carol bendell,B
A2F541TS1BM8ZA,Chris,B
A2PLK2KZB7HLV1,Walter E. Ringe,B
A1S00E1IVOX2AW,Katie L. Walker,B
A2KUROBDEM4FZP,Chris K,B
A1A1C9BX1391H0,DIANA L GARZA,B
A3OVYY6IH0EIBT,alice faye hill,A
A3ABH64FNO2JTD,nic,A
A9O4I7I35Q2SD,Susan suter,B
A2C41RMOH0GP2O,Love the Coast,A
A37DBOYUVCU42Z,CONNIE D NELSON,A
A2V2560IU02JRG,Amity,B
A5B1T8KGTCV04,Kindle Customer,A
A3K04JR02KOSUW,Jbashamwyo,A
ANSPFUQ9Y7AZP,geloise,A
A1EL11RJS9QNB3,Gajo,B
AOYNCB93RC319,Richard and Kat,A
A74U90O56RX0S,Elizabeth Perez,B
A1MFDXG75FLXGH,Sleepy_Jean,A
A1C2K8XU35CXC8,ginger1031,B
A2HRPAV88LXHTZ,Dizzy,A
A3168TI1H8PW13,David R. Noyes,A
A293MXSP2KUGS,Robin D. Willia,A
A3QZUWD8XHMJP5,Hystylinrealtyg,B
A3V8YQ38D4NFCJ,Marsha Cook,B
A12VZFZZ8H0MAI,Ann Jauer,A
A5M0O4E9Y6KN2,PAT,B
A3IWJZYGI8O08O,Paul A Lewicki,B
A39HCBXHZ4P78R,Dee,B
A1D5FQ8Y3CZ9IO,Kim,A
A14LJ8AMA4LXB7,shopbookgirl,A
A2D1N7D6GRC48B,Pat N.,B
A2KUB9KHVC6KU,Maylamarie,B
AKBY1HCQ1791U,Jon Patterson,A
AHT0Y324H4Q94,mymom51,B
A1HSOZT0SBN3FN,M  G,B
A2834IANCITL7X,Kindle Customer,A
A3DFYPIQ3CLL3T,jenny s.,B
A37MFT1PS82HZO,Gino Purchiaron,A
A2A2W9QSLT4B1V,Kindle Customer,A
A34KV6LPSP1SXB,Brendacenter,A
A1R4ZWKNFR44JI,Susie Brown,A
A2HTFKDQMXVSYQ,CaptSmith,A
A1DU0LA59L3IEI,Cheryl Tierney,B
A1E5HRBMTRAFPC,AngieC,A
A1LNJII1FGL8RP,JK,B
A2Z5NEOKTCKR5T,Tracy A Huk,A
A3RGOC3D2LLNLU,Kindle Customer,B
A1BP3JLROMCXOW,Sheri R.,B
AOIPPKBN2NBNF,The guy,A
A3B9E92WCKYWD3,CATeaching,B
A2WGIR0UC41ESV,Sandi,B
ALMRKGFIIDDCR,Mary M. Leeds,A
AMIQILVE0C224,V. Doyle,A
A1JRQUVAAJ948K,Mary Blajian,B
APXL8XI24P6OH,Janeen T Baldas,A
A138HI24AMH3MY,Janet Heinis,A
A1T641QZQLN5Q4,Rodney A. Chand,A
A3QCQM9WWYEQXP,Pac,B
A2AVQLPAY9UMDC,curtis a. kenne,A
A16XFMYZM3DQRS,Pat B-C,A
A1IOXV9GZ7WEID,Lois Votaw,B
A2U6PR6QZUUB5O,Gary C. Wilson,B
A28ARTPHHMBC2H,Sharon Pierce,A
A1I75IXUCDXFWV,Rhonda Tipton,B
A3RY8C44PGAVFL,David shoro,A
A2D4LWI614AULE,von,A
A1RSYEZVGR6KYG,Craig Israel,B
A1WA3MSSGHZ7RM,JB,B
A2FGE1MJTTE3OU,vee3,B
A15CN58DA2Y372,Ivy,B
A3AIIEAQ9F13ZZ,PC Mechanic,A
ADF9HDU9OIZJK,elaine,B
A2MKD2PYCXDPSK,Pro-E User,A
A2RTIV99C6DDH1,Nancy  Rice,A
A1KW2PIOSVGKGI,mike f hampel,A
A9JAA89S0KXCL,Casey Stibich,A
A1P4HSLDHS980L,&amp;quot;Helen,B
A1YRSD86YBOKVP,Amazon Customer,B
A2OQH4DOG3HIME,Bookwoman,A
A1M0YAZ6JV488Z,TomHunter1968,A
A1HOMMK9F6YZ5I,DARCY RETTINGER,A
A18MTADR3XE140,"haifeng, zhang",A
A3CRANA9RFOGOE,Sharon W,A
