asin,imageURLHighRes,combinado
B00007AZY0,https://images-na.ssl-images-amazon.com/images/I/51MwvGaXRpL.jpg, Lifestyle Cultures Focuses on personal stories of native American individuals and families Intentions are to make the magazine more personal than other cultural magazines  Native Peoples
B00007AY7I,https://images-na.ssl-images-amazon.com/images/I/51LTS2VFiLL.jpg, Parenting Families Education Instructor Magazine is edited for educators working with kindergartners through the eighth grade and contains teacher tested ideas and activities for the intermediate education child  Scholastic Inc.
B00007B0HR,https://images-na.ssl-images-amazon.com/images/I/61Mps%2BUnrYL.jpg, Sports Recreation Outdoors Sports Leisure Extreme Sports Each issue features how tos on bolt ons and build ups in depth road tests and buyers guides to off road products Readers also get race and special event coverage and articles on readers vehicles  The Enthusiast Network
B00007AX0D,https://images-na.ssl-images-amazon.com/images/I/51AFQjIhYfL.jpg, Sports Recreation Outdoors Sports Leisure Equestrian In Equus the worlds top veterinarians equine researchers riders and trainers advise you on how to understand and work with your horse The wisdom in these pages could help you solve some of your toughest riding problems  Active Interest Media
B00007AZBS,https://images-na.ssl-images-amazon.com/images/I/51kZGGLvM9L.jpg, Automotive Motorcycles Automotive Provides readers with information on all aspects of the sport including vehicle showcases hands on technical articles and music and lifestyle features  The Enthusiast Network
B00007B10Y,https://images-na.ssl-images-amazon.com/images/I/51mYfxGohgL.jpg, Literary Sci-Fi Mystery Literary Magazines Journals Discover thousands of tips in health family home money and more for living a richer more satisfying life Its everything you need in one easy read! Trusted Media Brands Inc
B00007AXEL,https://images-na.ssl-images-amazon.com/images/I/51C64MW8FBL.jpg, Professional Educational Journals Professional Trade Entertainment Media Music The art of flute playing including interviews with classical and jazz flutists performance guides on standard pieces in flute repertoire and other flute related topics  Instrumentalist Co
B00007B0M3,https://images-na.ssl-images-amazon.com/images/I/519G3NSCVXL.jpg, Parenting Families no description no brand
B00007B1QM,https://images-na.ssl-images-amazon.com/images/I/51o%2BIcIL9kL.jpg, Professional Educational Journals Professional Trade Transportation Dedicated to the building modification and nostalgia of automobiles built prior to 1949  The Enthusiast Network
B00007AZRW,https://images-na.ssl-images-amazon.com/images/I/51QWFZG6BXL.jpg, Professional Educational Journals Professional Trade Transportation Americas automotive authority filled with road tests service features forecasts and racing news A guide new car buyers enthusiasts trust most! An import and export automotive authority  The Enthusiast Network
B00007B0IM,https://images-na.ssl-images-amazon.com/images/I/51Bg5PhoTmL.jpg, Travel City Regional United States Midwest This magazine is edited for community leaders and their families in the Philadelphia area It provides topical in depth reports on crucial and controversial issues confronting the region Its articles range from law enforcement to fashion voting trends to travel transportation to theater It also includes background on some of the areas newsmakers  Philadelphia Magazine
B00007AY2T,https://images-na.ssl-images-amazon.com/images/I/51QW9KJ682L.jpg, Sports Recreation Outdoors Sports Leisure Hunting Firearms In Fisherman Magazine is written for the avid freshwater angler In each issue youll find detailed instructions and demonstrations on catching cleaning and eating your favorite species of fish and reports on the latest scientific studies concerning fish and habitat conservation In Fisherman Magazine is the source for finding fishing hotspots new tackle effective equipment and much more! Outdoor Sportsman Group - Integrated Media
B00007B1SE,https://images-na.ssl-images-amazon.com/images/I/61ggXGZcrQL.jpg, Professional Educational Journals Professional Trade Transportation Features the latest in modified and restored Chevy cars and trucks Provides technical articles information on new products and coverage of all major Chevy powered motorsports  The Enthusiast Network
B00007B1T8,https://images-na.ssl-images-amazon.com/images/I/51wIgLikxwL.jpg, Professional Educational Journals Professional Trade Humanities Social Sciences Military Science Covers weapons tactics and training Also includes product reviews the tactics of professionals and real world training  Group One Enterprises Inc
B00007B2BL,https://images-na.ssl-images-amazon.com/images/I/418vibXYHGL.jpg, Automotive Motorcycles With the popularity of motocross at an time high Transworld Motocross is being launched to target the mainstream enthusiast Progressive art direction spectacular photography all color editorial Every issue includes a free poster! The Enthusiast Network
B00007AZMT,https://images-na.ssl-images-amazon.com/images/I/51NQvxtULLL.jpg, Professional Educational Journals Professional Trade Humanities Social Sciences Military Science The nations oldest and most popular magazine devoted to the history of warfare Each issue contains incisive accounts from top writers and historians of land naval and air warfare Spanning the ages readers find themselves immersed in battles from a variety of historical periods  History Net
B00007AX0N,https://images-na.ssl-images-amazon.com/images/I/41ZoYLAAA7L.jpg, Sports Recreation Outdoors Sports Leisure The Magazine for the NEXT generation of sports fans with emphasis on the personality lifestyle amp off the field activities of todays newsworthy amp up and coming athletes All delivered with insights humor cutting edge design and in your face photography  ESPN Inc.
B00007AZWJ,https://images-na.ssl-images-amazon.com/images/I/61I1-mgqoOL.jpg, Professional Educational Journals Professional Trade Humanities Social Sciences History NATIONAL GEOGRAPHIC TRAVELER is a resource for active curious travelers It uses storytelling and you are there photography Features focus on domestic and foreign destinations personal travel reflections food and restaurants great places to stay photography trends adventure ecotourism road trips cultural events and travelers and TravelWise which appears with every major feature furnishes a lively and complete mini guidebook to help consumers plan their trips  National Geographic Partners LLC
B00007B0Z3,https://images-na.ssl-images-amazon.com/images/I/61qOJ6uYbsL.jpg, Crafts Hobbies Quilts Quilting Find the secrets for creating beautiful quilts from start to finish in every issue of Quiltmaker with fresh patterns time saving techniques helpful how tos traditional designs with creative twists and so much more Published 6 times a year  F+W Subscription Services LLC
B00007AZFU,https://images-na.ssl-images-amazon.com/images/I/51WIg37f3WL.jpg, Womens Interest Bridal Weddings Martha Stewart Weddings helps you define your personal wedding style and bring your celebration to life through inspiring visuals planning advice and unique ideas The quarterly publication provides content that spans every detail of your big day from the proposal to the honeymoon Subscribe today and start making your dream wedding a reality  Meredith
B00007AZY4,https://images-na.ssl-images-amazon.com/images/I/51S38BASEZL.jpg, Sports Recreation Outdoors Sports Leisure Training no description no brand
B00007B1C3,https://images-na.ssl-images-amazon.com/images/I/61iRFO-YlUL.jpg, Sports Recreation Outdoors Sports Leisure Water Sports Sails mission is to educate inspire and enable active sailors at every level Sail provides readers with information resources and confidence necessary to improve their boats and skills and in turn increase their enjoyment of sailing  Source Media Ventures
B00007AXEP,https://images-na.ssl-images-amazon.com/images/I/51qpjFCUDrL.jpg, Sports Recreation Outdoors Sports Leisure Flying This magazines editorial focus is for general aviation active pilots and aircraft owners Its articles provide evaluation reports on technical and mechanical aspects of flying AA and industry news and information on flight safety and piloting business airplanes  Bonnier Corporation
B00007AXGW,https://images-na.ssl-images-amazon.com/images/I/51A0kDi6VDL.jpg, Professional Educational Journals Professional Trade Transportation Includes news in the world of hard driving 4WD vehicles Includes current trends maintenance tips advice photography unusual rigs and new models from here and abroad  The Enthusiast Network
B00007B1HU,https://images-na.ssl-images-amazon.com/images/I/61BmVE5Kl%2BL.jpg, Sports Recreation Outdoors Sports Leisure Hunting Firearms Every issue of Shooting Times brings you exciting authoritative coverage of guns ammunition reloading and the shooting sports Written for the experienced and novice gun enthusiast by focusing on new product developments and activities in the shooting industry  Outdoor Sportsman Group - Integrated Media
B00007AYH7,https://images-na.ssl-images-amazon.com/images/I/51ZLpaBwEDL.jpg, Crafts Hobbies Needlecrafts Each issue features original designer patterns for garments and home decor ranging from super simple to challenging From traditional to cutting edge plus revealing designer profiles enlightening explorations of knitting around the world and in depth technical articles  FW (Magazines)
B00007B1PT,https://images-na.ssl-images-amazon.com/images/I/61%2BgFoV%2BO8L.jpg, Entertainment Pop Culture Reviews high end audio stereo equipment  The Enthusiast Network
B00007B05P,https://images-na.ssl-images-amazon.com/images/I/51G9TCNJN3L.jpg, Professional Educational Journals Professional Trade no description Wochen-Post
B00007AXX1,https://images-na.ssl-images-amazon.com/images/I/61hIVknV7cL.jpg, Sports Recreation Outdoors Sports Leisure Equestrian If you love horses you ll love Horse Illustrated Each issue delivers expert advice on horse health and care along with riding tips An entertaining equestrian mix is rounded out with beautifully illustrated breed profiles and engaging reads about life with horses all with a fresh modern look  Eg Media Investments Llc
B00007AZXE,https://images-na.ssl-images-amazon.com/images/I/61oG%2B9xAhFL.jpg, News Political Commentary Ideas Commentary This magazine has been at the forefront of conservative thought since its founding in 1955 by William F Buckley Jr Every other week National Review provides keen reporting commentary and analysis on politics economics and current events from a conservative perspective National Review gives you a side of the news that you just cant find anywhere else with a style and wit guaranteed to keep you interested and informed plus unsurpassed book and movie reviews  National Review
B00007B1JU,https://images-na.ssl-images-amazon.com/images/I/61Ju%2BRCVbwL.jpg, Entertainment Pop Culture no description no brand
B00007B1AI,https://images-na.ssl-images-amazon.com/images/I/61D7nnVCfDL.jpg, Professional Educational Journals Professional Trade Transportation Contains information about cars and driving and includes road tests on enthusiast cars and features on automotive subjects humor and fiction industry trends travel books and racing events  Hearst Magazines
B00007AXX3,https://images-na.ssl-images-amazon.com/images/I/51lTK66ZZNL.jpg, Sports Recreation Outdoors Sports Leisure Equestrian In every issue of Horse Rider youll find articles on training by the countrys leading experts the latest on equine health care from top veterinarians trail riding tips from savvy back country riders and much more! Active Interest Media
B00007AZRH,https://images-na.ssl-images-amazon.com/images/I/51GZPPq4veL.jpg, Home Garden Gardening Horticulture This is a country lifestyle service magazine focused on do it yourself living personal achievement outdoor recreation thrift and the blending of the old fashioned with modern ingenuity Its articles cover equipment tools gardening health and home remedies home building and repair fishing natural food and cooking products recycling country lore and small scale farming  Ogden Publications Inc
B00007B1I4,https://images-na.ssl-images-amazon.com/images/I/51BmIm8misL.jpg, Professional Educational Journals Professional Trade Arts Photography Information and buying source for serious photographers Each issue is filled with articles on photo equipment and techniques  The Enthusiast Network
B00007B2BM,https://images-na.ssl-images-amazon.com/images/I/51WT83Z5XWL.jpg, Sports Recreation Outdoors Sports Leisure Individual Sports The largest monthly skateboarding magazine Transworld Skateboarding is designed to spread the culture of skateboarding Each issue is filled with inside coverage of events personalities equipment and techniques  The Enthusiast Network
B00007B2KN,https://images-na.ssl-images-amazon.com/images/I/51J8n1FwJNL.jpg, Professional Educational Journals Professional Trade Science Technology Biological Natural Sciences Wildfowl Magazine is the best magazine out there for the serious goose and duck hunters Loaded with useful information on guns amp loads decoys amp calls boats amp blinds retriever training gear amp gadgets Canadian reports and conservation Join us in the blind each issue! Outdoor Sportsman Group - Integrated Media
B00007B9K5,https://images-na.ssl-images-amazon.com/images/I/61pYs3Wrp9L.jpg, Professional Educational Journals Professional Trade Transportation no description The Enthusiast Network
B00007B9HN,https://images-na.ssl-images-amazon.com/images/I/61yb5OT2rjL.jpg, Professional Educational Journals Professional Trade Transportation All out off road Jeep action! Expert 4X4 trail tips rig overhauls engine body how tos race news! The Enthusiast Network
B00007BK3L,https://images-na.ssl-images-amazon.com/images/I/51OXRDx-2nL.jpg, News Political Commentary Ideas Commentary TIME reveals what todays headlines mean to you and your family from politics to science to human achievement arts business and society  Meredith Corporation
B00007BK3P,https://images-na.ssl-images-amazon.com/images/I/51r1ScXvFNL.jpg, Travel City Regional United States South A national magazine of literature and discussion Its interests include literature politics foreign affairs history sports art and science  Virginia Quarterly Review
B00007DB5R,https://images-na.ssl-images-amazon.com/images/I/51rM8WXEJDL.jpg, Travel City Regional United States West Travel history and recreation information on the Oregon coast has several photographs in each issue  Oregon Coast Mag
B00007EOY6,https://images-na.ssl-images-amazon.com/images/I/51JHGH2C40L.jpg, Professional Educational Journals Professional Trade Humanities Social Sciences History In depth feature articles based on new research by Irelands leading historians Every period of Irish history is brought to life with a broad range of topics in every issue Each article is illustrated with maps paintings engravings or photographs to give a vivid impression of the times  Wordwell Ltd
B00007EO1M,https://images-na.ssl-images-amazon.com/images/I/51NIt5NSCNL.jpg, Sports Recreation Outdoors Sports Leisure Flying This monthly magazine covers all kinds of scale model aircraft from state of the art radio control through control line to free flight and even indoor Its full of information on scale modelling techniques all in full colour throughout  Doolittle Media Ltd
B00007G2X5,https://images-na.ssl-images-amazon.com/images/I/61D6E05TF4L.jpg, Entertainment Pop Culture Celebrities Gossip This is a weekly news magazine featuring an inside look at celebrity news and lifestyles Every week in addition to feature articles it includes horoscopes puzzles advice and the latest in celebrity fashions  American Media Inc.
B00007G2PP,https://images-na.ssl-images-amazon.com/images/I/418LsxmpIkL.jpg, Professional Educational Journals Professional Trade Education Journal of Consciousness Studies is a peer reviewed journal which examines issues and ideas related to cognitive science neurophysiology and philosophy  Imprint Academic
B00007GAK1,https://images-na.ssl-images-amazon.com/images/I/51w4tC5hloL.jpg, Business Investing Entrepreneurship Inc is the only major business magazine edited exclusively to guide CEOs and owners of small to midsize companies to success Inc provides fresh insightful anaylyses to give the major players in the business world the tools they need to excel Each issue written by managerial gurus and experts utilizes real life examples of strategies case studies and successes and failures edited specifically to illuminate new ways in which its readers can benfit Big and small organizations alike turn to Inc to make sense of ever changing business world  Mansueto Ventures LLC
B00007HZ5J,https://images-na.ssl-images-amazon.com/images/I/513NX6V1VBL.jpg, Crafts Hobbies Needlecrafts Inspirations features the work of top needlework smocking and sewing designers from Australia and around the world complete with embroidery keys full size patterns illustrations and step by step directions for completing projects at home  Inspirations Publications
B00007HY1D,https://images-na.ssl-images-amazon.com/images/I/512JwVF4dYL.jpg, Professional Educational Journals Professional Trade Humanities Social Sciences An interdisciplinary journal of public policy analysis written for scholars  Cato Institute
B00007IJZT,https://images-na.ssl-images-amazon.com/images/I/51gv7meL1JL.jpg, Fashion Style Women InStyle celebrates the private side of public faces revealing the personal style choices of the worlds most fascinating people An insiders guide to trends in beauty fashion home entertaining and charities InStyle is a trusted source for inspiration and ideas  Meredith Corporation
B00007J6M4,https://images-na.ssl-images-amazon.com/images/I/51Z2V43PVKL.jpg, Professional Educational Journals Professional Trade Humanities Social Sciences History BellItalia is more than just a travel magazine It was created for people who are passionate about Italy and all things Italian who are interested in detailed information about the countrys art architecture history culture food and wine  Cairo Editore Spa
B00007J6MU,https://images-na.ssl-images-amazon.com/images/I/51z%2BGKRYe-L.jpg, Sports Recreation Outdoors Sports Leisure Football Authority on Notre Dame Fighting Irish football Issues offer complete game coverage and analysis recruiting profiles of players and coaches and some coverage of other Notre Dame teams  Coman Publishing Co
B00007J71S,https://images-na.ssl-images-amazon.com/images/I/51fCVyg%2BToL.jpg, Professional Educational Journals Professional Trade Humanities Social Sciences Cultural Survival Quarterly is the only magazine that is dedicated to the world s Indigenous Peoples With stunning photography and insightful writing each issue takes you inside native cultures with an intimacy and depth that no other publication can match  Cultural Survival Inc
B00007J85I,https://images-na.ssl-images-amazon.com/images/I/51M4ES3QGTL.jpg, Professional Educational Journals Professional Trade Arts Architecture Presents Latinoamerican architectural examples with commentaries photographs and plans  Donn Sa
B00007J6Y1,https://images-na.ssl-images-amazon.com/images/I/41fRyyY3WcL.jpg, Travel City Regional iCond Nast Traveller i is a British magazine for people with a passion for travel adventure culture and new ideas Issues include independent travel articles on breathtaking locations around the world along with stunning photography and travel tips  Conde Nast Publications Ltd
B00007JXDF,https://images-na.ssl-images-amazon.com/images/I/51DVy2rNcKL.jpg, Fashion Style Beauty Written for professionals in the salon industry Nails covers all aspects of the business including how to open and run a spa how to report tips career advice safe and effective manicure and pedicure techniques and recommendations for choosing the right cosmetics  Bobit Business Media
B00007KGL4,https://images-na.ssl-images-amazon.com/images/I/51pJjlMTvRL.jpg, Sports Recreation Outdoors Sports Leisure Extreme Sports ibCavallino The Journal of Ferrari History b i is the oldest largest most complete and most respected Ferrari publication in the world bringing you the best on Ferrari 6 times a year All aspects of the legendary Ferrari marque are covered with authority accuracy and quality including br br  Cavallino Inc.
B00007KGVC,https://images-na.ssl-images-amazon.com/images/I/518MnG4GszL.jpg, Professional Educational Journals Professional Trade Humanities Social Sciences Religion Spirituality We feature articles and stories by the worlds best known and experienced Reiki masters and practitioners Catering to both the beginner and the seasoned practitioner we feature the latest information on every aspect of Reiki healing  Vision Publications
B00007KXVO,https://images-na.ssl-images-amazon.com/images/I/51U-YKHa9VL.jpg, Professional Educational Journals Professional Trade Education Learn more about the teachings of the Catholic Faith in the lively colorful amp easy to read format of the Catholic Answer The magazine brings orthodox pastoral responses to questions and is packed with inspirational and helpful features to satisfy your curiousity Our Sunday Visitor Inc
B00007KZXF,https://images-na.ssl-images-amazon.com/images/I/51aGpF44uNL.jpg, Cooking Food Wine Wine Cocktails Pipes and Tobaccos is a quarterly publication dedicated to the celebration of pipe collecting tobacco and all things related to the hobby of pipe smoking It contains stories on growing and blending tobacco pipemakers collectors and celebrity pipe smokers as well as a variety of helpful hints  Speccomm Intl Inc
B00007LMOH,https://images-na.ssl-images-amazon.com/images/I/61POdlJcdRL.jpg, Professional Educational Journals Professional Trade Humanities Social Sciences Economics Economic Theory Offers advice and information for those living in cottages  Cottage Life Media Inc
B00007LO9Z,https://images-na.ssl-images-amazon.com/images/I/518v0curkWL.jpg, Sports Recreation Outdoors Sports Leisure Rabbit Hunter is filled with stories and articles on beagles bassets rabbit hunting training breeding and health tips Designed with the novice expert and spectator in mind  C H Publishing
B00007LN7R,https://images-na.ssl-images-amazon.com/images/I/51lSKyyxuML.jpg, Professional Educational Journals Professional Trade Humanities Social Sciences History The preeminent journal of foreign policy and international affairs has provided government and business leaders students and the general public with insightful thought provoking analysis on world events for over 80 years Before it becomes policy its in Foreign Affairs  Council on Foreign Relations
B00007LOA1,https://images-na.ssl-images-amazon.com/images/I/61UlbuActxL.jpg, Sports Recreation Outdoors Sports Leisure Each issue of Racer X is filled with incredible photos in depth race coverage leading edge design humor and the ultimate insider s knowledge of the motocross and supercross world Racer X Illustrated its the magazine the other motocross publications are trying to follow  Filter Publications
B00007LMDA,https://images-na.ssl-images-amazon.com/images/I/51q2mQ1fstL.jpg, Professional Educational Journals Professional Trade Science Technology Biological Natural Sciences Dedicated to retail florists and designers nationally the only publication to publish original floral designs by Canadian designers  Strider Media
B00007M2YC,https://images-na.ssl-images-amazon.com/images/I/515V0M1ZTVL.jpg, Pets Animals Just Labs is the canine magazine devoted to the family Labrador Retriever whether black yellow or chocolate Every issue includes stories about Labs and their owners pictorials and articles on health training dog accessories and equipment  Village Press
B00007M36S,https://images-na.ssl-images-amazon.com/images/I/51ZGVEWWV8L.jpg, Home Garden Antiques Collectibles Devoted to all aspects of orders medals and decorations campaign and military history lifesaving and bravery awards  Token Publishing Ltd
B000085A6U,https://images-na.ssl-images-amazon.com/images/I/617Gr3FOHbL.jpg, Entertainment Pop Culture Pop Culture For the record Mental Floss magazine is an intelligent read but not too intelligent Were the sort of intelligent that you hang out with for a while enjoy our company laugh a little smile a lot and then we part ways Great times And you only realize how much you learned from us after a little while Like a couple days later when youre impressing your friends with all these intriguing facts and things you picked up from us and they ask you how you know so much and you think back on that great afternoon you spent with us and you smile  The Week Publications
B000087KZS,https://images-na.ssl-images-amazon.com/images/I/61-iUcrihnL.jpg, Womens Interest Self-Improvement Womans Own is packed full of information for women including real life stories soap news and tips and advice on everything from health and home to beauty fashion cookery and nutrition  Time Inc UK Ltd
B000088UN1,https://images-na.ssl-images-amazon.com/images/I/61M6wr%2B4waL.jpg, Sports Recreation Outdoors Sports Leisure Hunting Firearms The oldest in the Grand View Media Groups stable Whitetail Journal has maintained its tradition of solid useful information about Americas favorite game animal while staying fresh and current with the needs and wants of the whitetail hunting public  Grand View Media Group
B000088UMG,https://images-na.ssl-images-amazon.com/images/I/51ZYZFK9P6L.jpg, Sports Recreation Outdoors Sports Leisure Hunting Firearms Predator Xtremes target audience consists of predator and varmint hunters and hunters interested in technical information about guns and habitat This magazine is for the hunter interested in all aspects of the sport  Cole Publishing Inc
B000089G4H,https://images-na.ssl-images-amazon.com/images/I/61QT5TukHwL.jpg, Travel City Regional United States Northeast New Yorks hottest places to fish and hunt this year  Outdoor Sportsman Group - Integrated Media
B000089G3U,https://images-na.ssl-images-amazon.com/images/I/51P5ntX2DSL.jpg, Travel City Regional United States Midwest The latest strategies and local hotspots for Hoosier outdoorsmen  Outdoor Sportsman Group - Integrated Media
B000089G3S,https://images-na.ssl-images-amazon.com/images/I/619c4J9UDjL.jpg, Travel City Regional United States Midwest Where to find Illinois favorite fishing and hunting destinations  Outdoor Sportsman Group - Integrated Media
B000089G4I,https://images-na.ssl-images-amazon.com/images/I/611AFIlbjrL.jpg, Travel City Regional United States South The one stop information source for North Carolina anglers and hunters  Outdoor Sportsman Group - Integrated Media
B000089G58,https://images-na.ssl-images-amazon.com/images/I/61KDS3xjRvL.jpg, Travel City Regional United States South Your ticket to West Virginias hunting and fishing hotspots  Outdoor Sportsman Group - Integrated Media
B000089G4L,https://images-na.ssl-images-amazon.com/images/I/51qYujWnbhL.jpg, Travel City Regional United States West The one stop information source for Oklahomas anglers and hunters  Outdoor Sportsman Group - Integrated Media
B000089G4T,https://images-na.ssl-images-amazon.com/images/I/51u4E9gFZwL.jpg, Sports Recreation Outdoors Sports Leisure Equestrian This leading English riding magazine serves equestrians of all disciplines with how to and training advice as well as articles on horse grooming and health care Practical Horseman also provides information about events and competitions and how to prepare for them  Active Interest Media
B000089G4V,https://images-na.ssl-images-amazon.com/images/I/61iuciQlkBL.jpg, Sports Recreation Outdoors Sports Leisure Hunting Firearms A sportsmans guide to the best hunting and fishing in Colorado Arizona New Mexico Utah Nevada Montana Wyoming and Idaho  Outdoor Sportsman Group - Integrated Media
B00008CGWO,https://images-na.ssl-images-amazon.com/images/I/51xOj2dzjXL.jpg, Sports Recreation Outdoors Sports Leisure Flying Aviation History Offers the most comprehensive authoritative and in depth coverage of the history of world aviation and manned flight from its origins to the advent of the Space Age Action packed stories and vivid illustrations put readers in the cockpit to experience aviations greatest dramas  History Net
B00008CQIB,https://images-na.ssl-images-amazon.com/images/I/51coYjrAM3L.jpg, Travel City Regional A bi monthly magazine of Russian culture history travel cuisine and life Colorfully illustrated Refreshingly honest  Russian Information Services
B00008DGR0,https://images-na.ssl-images-amazon.com/images/I/61GCXHYE96L.jpg, Travel City Regional United States Midwest Ohio Magazine is savvy dynamic and proud just like its readers Each issue explores the people places and trends that define Ohios unique character and style We tell you whos who whats what and where to find the best things in Ohio life  Great Lakes Publishing
B00008DP07,https://images-na.ssl-images-amazon.com/images/I/51Up9ynaFmL.jpg, Science History Nature Essays Commentary Since 1845 Scientific American has been educating and delighting readers with in depth coverage on a broad range of scientific topics Every month government leaders c suite executives investors students and informed citizens from all professions depend on Scientific American for reporting on advances that impact the economy and careers financial markets global health and the environment Scientific American subscriptions include 12 print and 12 digital issues (Tablet Edition for iPad downloadable PDFs and browser based access to gated content on ScientificAmerican com)  Scientific American
B00008GT1Z,https://images-na.ssl-images-amazon.com/images/I/51NbOrY9C5L.jpg, Travel City Regional United States Northeast This magazine is edited for those interested in critical examination of news style contemporary ideas and trends It regularly deals with politics business literature the fine arts entertainment home furnishings food wine and fashion  New York Magazine
B00008GT3F,https://images-na.ssl-images-amazon.com/images/I/51K9R4T004L.jpg, Literary Sci-Fi Mystery Literary Magazines Journals Join thousands of successful writers when you subscribe Each month Writer magazine is full of features you can use to improve your writing including before and after examples of improved writing more literary markets than ever before practical solutions for writing problems and hands on advise  Madavor Media Llc
B00008GT11,https://images-na.ssl-images-amazon.com/images/I/516ePKVA3bL.jpg, Home Garden Gardening Horticulture Authoritative articles by and about expert gardeners as well as practical advice photography and useful information for both the novice and expert gardener  FW Publications
B00008GT0S,https://images-na.ssl-images-amazon.com/images/I/51617TSNHTL.jpg, Professional Educational Journals Professional Trade Transportation no description no brand
B00008GT1F,https://images-na.ssl-images-amazon.com/images/I/51C29L7CizL.jpg, Sports Recreation Outdoors Sports Leisure Flying The Independent Voice for Homebuilt Aviation is the premier publication for people interested in building flying designing and maintaining their own amateur built category manned aircraft It includes builder and flight reports new products and developments engines readers completed aircraft avionics accessories annual directories and more  Belvoir Publications Inc.
B00008JO2K,https://images-na.ssl-images-amazon.com/images/I/51MWygT2QVL.jpg, Professional Educational Journals Professional Trade Humanities Social Sciences Military Science Presents how to information on the restoration and operation of historic military vehicles Also includes information on museum visits rally reports events and ads  F W Publications
B00008KFZF,https://images-na.ssl-images-amazon.com/images/I/61P0Mo1Ie%2BL.jpg, Literary Sci-Fi Mystery Science Fiction Fantasy Fantasy The foremost source on all science fiction entertainment from movies and TV to online services games books and more Provides exclusive coverage of SCI FI Channel programming as well as information on the latest blockbuster SCI FI films and television shows  USA Network
B00008KFZH,https://images-na.ssl-images-amazon.com/images/I/613%2BWc9uJcL.jpg, Sports Recreation Outdoors Sports Leisure Hunting Firearms About the outdoors hunting fishing camping boating and biking The emphasis is on different aspects of the outdoors and wildlife environment Published ten times a year  Field Sports Publishing
B00008NF8I,https://images-na.ssl-images-amazon.com/images/I/61XY9F4D9VL.jpg, News Political Commentary Regional The Guardian Weekly gives you a comprehensive round up of news features and analysis from four of the worlds best newspapers the Guardian the Observer Le monde and The Washingon Post An unrivalled digest of weekly news and comment  Guardian
B00008RUJP,https://images-na.ssl-images-amazon.com/images/I/51eiUf%2BoNqL.jpg, Home Garden Design Decoration Visit the worlds most fascinating interiors and view the work of leading designers in stunningly beautiful pages filled with the latest and best home furnishings table settings garden ideas and cuisine  Hearst Magazines
B00008WMD1,https://images-na.ssl-images-amazon.com/images/I/61VneIBUGRL.jpg, Entertainment Pop Culture Puzzles Games Challenging crosswords edited by renowned puzzle editor Charles Preston  Kappa Publishing Group
B00008YDQS,https://images-na.ssl-images-amazon.com/images/I/51icIBhi--L.jpg, Travel City Regional United States A quarterly colorful magazine dedicated to celebrating Americas two lane highways Features stories of old cafes and small towns Also includes interviews with highway preservationists and road legends Contains the best information for road travel reading  American Road/Mock Turtle Pr
B00008Z9VY,https://images-na.ssl-images-amazon.com/images/I/51BADZ53T0L.jpg, Professional Educational Journals Professional Trade Arts Photography French magazine of the Fantastic Covers interviews with people such as Eric Valette and Larry Cohen movie critiques photos trailers of upcoming movies such as Hulk and X Men 2 the latest news bigger and louder and more  Custom Publishing France
B0000936CQ,https://images-na.ssl-images-amazon.com/images/I/515NTESl7wL.jpg, Professional Educational Journals Professional Trade Humanities Social Sciences Religion Spirituality RELEVANT is a bimonthly lifestyle magazine for twentysomethings covering life culture and spiritual issues Its unique perspective pushes boundaries asks questions spots trends challenges worldviews and helps you pursue God in everyday life Relevant Media Group
B00009MGE5,https://images-na.ssl-images-amazon.com/images/I/51VVNKKDX9L.jpg, Health Fitness Wellness Health Provides a comprehensive and reliable source of information about arthritis research care and treatment helping the nearly 43 million Americans take control of their arthritis or related condition  Pro Circ
B00009MQ5Q,https://images-na.ssl-images-amazon.com/images/I/51c4azvglML.jpg, Automotive Motorcycles Automotive Magazine about Porsche cars  Ross Periodicals Inc
B00009MQ5T,https://images-na.ssl-images-amazon.com/images/I/51UVgs1k2qL.jpg, Sports Recreation Outdoors Sports Leisure Extreme Sports Forza magazine is designed for Ferrari automobile owners and enthusiasts Issues include track reports reviews current news renovation information photographs and articles on the history of Ferraris  Ross Periodicals Inc
B00009MQ5C,https://images-na.ssl-images-amazon.com/images/I/51lmBZCHafL.jpg, Automotive Motorcycles Automotive Corvette Magazine contains news and features about new and classic Corvettes along with technical articles maintenance and remodeling tips photographs road tests product information market reports and more  Ross Periodicals Inc
B00009R5PH,https://images-na.ssl-images-amazon.com/images/I/516ySeT-0nL.jpg, Professional Educational Journals Professional Trade Humanities Social Sciences Sociology BUST is a groundbreaking independently run womens lifestyle magazine that connects with bright cutting edge young women Fierce funny and proud to be female its revolutionary editorial mix addresses a variety of womens interests including pop culture crafting music fashion sex news and celebrity interviews  Bust
B00009VPDT,https://images-na.ssl-images-amazon.com/images/I/519KnBXdRkL.jpg, Professional Educational Journals Professional Trade Entertainment Media With full coverage of both daily activities and Hollywood s most glamourous events In Touch weekly is a go to source for the latest celebrity news and the perfect entertainment for your waiting room guests! Take advantage of our low price and order your subscription today! American Media Inc
B00009YEVD,https://images-na.ssl-images-amazon.com/images/I/51Bc8HBM6EL.jpg, Children Teen Published by the National Association for the Education of Young Children YC contains peer reviewed articles that spread awareness of the professions best practices Issues are organized around topical clusters that devote special attention to topics in the field of early childhood education  Natl Assn Educ Young Children
